X,Y,Numerical Solution (in K)
0.89,0.57,99.9516
0.89,0.58,99.9522
0.89,0.59,99.9528
0.89,0.6,99.9534
0.89,0.61,99.9541
0.89,0.62,99.9548
0.89,0.63,99.9556
0.89,0.64,99.9564
0.89,0.65,99.9572
0.89,0.66,99.9581
0.89,0.67,99.959
0.89,0.68,99.9599
0.89,0.69,99.9609
0.89,0.7,99.9619
0.89,0.71,99.963
0.89,0.72,99.964
0.89,0.73,99.9651
0.89,0.74,99.9662
0.89,0.75,99.9674
0.89,0.76,99.9686
0.89,0.77,99.9697
0.89,0.78,99.971
0.89,0.79,99.9722
0.89,0.8,99.9734
0.89,0.81,99.9747
0.89,0.82,99.976
0.89,0.83,99.9773
0.89,0.84,99.9786
0.89,0.85,99.9799
0.89,0.86,99.9812
0.89,0.87,99.9826
0.89,0.88,99.9839
0.89,0.89,99.9853
0.89,0.9,99.9866
0.89,0.91,99.988
0.89,0.92,99.9893
0.89,0.93,99.9907
0.89,0.94,99.992
0.89,0.95,99.9934
0.89,0.96,99.9947
0.89,0.97,99.996
0.89,0.98,99.9974
0.89,0.99,99.9987
0.89,1,100
0.9,0,100
0.9,0.01,99.9983
0.9,0.02,99.9966
0.9,0.03,99.9949
0.9,0.04,99.9932
0.9,0.05,99.9915
0.9,0.06,99.9899
0.9,0.07,99.9883
0.9,0.08,99.9866
0.9,0.09,99.9851
0.9,0.1,99.9835
0.9,0.11,99.982
0.9,0.12,99.9805
0.9,0.13,99.979
0.9,0.14,99.9776
0.9,0.15,99.9762
0.9,0.16,99.9748
0.9,0.17,99.9735
0.9,0.18,99.9722
0.9,0.19,99.9709
0.9,0.2,99.9697
0.9,0.21,99.9685
0.9,0.22,99.9674
0.9,0.23,99.9663
0.9,0.24,99.9652
0.9,0.25,99.9642
0.9,0.26,99.9632
0.9,0.27,99.9623
0.9,0.28,99.9614
0.9,0.29,99.9605
0.9,0.3,99.9597
0.9,0.31,99.959
0.9,0.32,99.9583
0.9,0.33,99.9576
0.9,0.34,99.957
0.9,0.35,99.9564
0.9,0.36,99.9559
0.9,0.37,99.9555
0.9,0.38,99.955
0.9,0.39,99.9547
0.9,0.4,99.9543
0.9,0.41,99.9541
0.9,0.42,99.9538
0.9,0.43,99.9537
0.9,0.44,99.9535
0.9,0.45,99.9534
0.9,0.46,99.9534
0.9,0.47,99.9534
0.9,0.48,99.9535
0.9,0.49,99.9536
0.9,0.5,99.9537
0.9,0.51,99.9539
0.9,0.52,99.9542
0.9,0.53,99.9545
0.9,0.54,99.9548
0.9,0.55,99.9552
0.9,0.56,99.9556
0.9,0.57,99.9561
0.9,0.58,99.9566
0.9,0.59,99.9571
0.9,0.6,99.9577
0.9,0.61,99.9583
0.9,0.62,99.9589
0.9,0.63,99.9596
0.9,0.64,99.9604
0.9,0.65,99.9611
0.9,0.66,99.9619
0.9,0.67,99.9627
0.9,0.68,99.9636
0.9,0.69,99.9645
0.9,0.7,99.9654
0.9,0.71,99.9663
0.9,0.72,99.9673
0.9,0.73,99.9683
0.9,0.74,99.9693
0.9,0.75,99.9704
0.9,0.76,99.9714
0.9,0.77,99.9725
0.9,0.78,99.9736
0.9,0.79,99.9747
0.9,0.8,99.9759
0.9,0.81,99.977
0.9,0.82,99.9782
0.9,0.83,99.9794
0.9,0.84,99.9806
0.9,0.85,99.9818
0.9,0.86,99.983
0.9,0.87,99.9842
0.9,0.88,99.9854
0.9,0.89,99.9866
0.9,0.9,99.9878
0.9,0.91,99.9891
0.9,0.92,99.9903
0.9,0.93,99.9915
0.9,0.94,99.9928
0.9,0.95,99.994
0.9,0.96,99.9952
0.9,0.97,99.9964
0.9,0.98,99.9976
0.9,0.99,99.9988
0.9,1,100
0.91,0,100
0.91,0.01,99.9984
0.91,0.02,99.9969
0.91,0.03,99.9954
0.91,0.04,99.9939
0.91,0.05,99.9924
0.91,0.06,99.9909
0.91,0.07,99.9894
0.91,0.08,99.988
0.91,0.09,99.9866
0.91,0.1,99.9852
0.91,0.11,99.9838
0.91,0.12,99.9825
0.91,0.13,99.9811
0.91,0.14,99.9798
0.91,0.15,99.9786
0.91,0.16,99.9773
0.91,0.17,99.9761
0.91,0.18,99.975
0.91,0.19,99.9738
0.91,0.2,99.9727
0.91,0.21,99.9717
0.91,0.22,99.9706
0.91,0.23,99.9696
0.91,0.24,99.9687
0.91,0.25,99.9678
0.91,0.26,99.9669
0.91,0.27,99.9661
0.91,0.28,99.9653
0.91,0.29,99.9645
0.91,0.3,99.9638
0.91,0.31,99.9631
0.91,0.32,99.9625
0.91,0.33,99.9619
0.91,0.34,99.9613
0.91,0.35,99.9608
0.91,0.36,99.9604
0.91,0.37,99.9599
0.91,0.38,99.9596
0.91,0.39,99.9592
0.91,0.4,99.9589
0.91,0.41,99.9587
0.91,0.42,99.9585
0.91,0.43,99.9583
0.91,0.44,99.9582
0.91,0.45,99.9581
0.91,0.46,99.9581
0.91,0.47,99.9581
0.91,0.48,99.9582
0.91,0.49,99.9583
0.91,0.5,99.9584
0.91,0.51,99.9586
0.91,0.52,99.9588
0.91,0.53,99.9591
0.91,0.54,99.9594
0.91,0.55,99.9597
0.91,0.56,99.9601
0.91,0.57,99.9605
0.91,0.58,99.9609
0.91,0.59,99.9614
0.91,0.6,99.9619
0.91,0.61,99.9625
0.91,0.62,99.9631
0.91,0.63,99.9637
0.91,0.64,99.9644
0.91,0.65,99.965
0.91,0.66,99.9657
0.91,0.67,99.9665
0.91,0.68,99.9673
0.91,0.69,99.9681
0.91,0.7,99.9689
0.91,0.71,99.9697
0.91,0.72,99.9706
0.91,0.73,99.9715
0.91,0.74,99.9724
0.91,0.75,99.9734
0.91,0.76,99.9743
0.91,0.77,99.9753
0.91,0.78,99.9763
0.91,0.79,99.9773
0.91,0.8,99.9783
0.91,0.81,99.9793
0.91,0.82,99.9804
0.91,0.83,99.9815
0.91,0.84,99.9825
0.91,0.85,99.9836
0.91,0.86,99.9847
0.91,0.87,99.9858
0.91,0.88,99.9869
0.91,0.89,99.988
0.91,0.9,99.9891
0.91,0.91,99.9902
0.91,0.92,99.9913
0.91,0.93,99.9924
0.91,0.94,99.9935
0.91,0.95,99.9946
0.91,0.96,99.9957
0.91,0.97,99.9968
0.91,0.98,99.9979
0.91,0.99,99.9989
0.91,1,100
0.92,0,100
0.92,0.01,99.9986
0.92,0.02,99.9973
0.92,0.03,99.9959
0.92,0.04,99.9945
0.92,0.05,99.9932
0.92,0.06,99.9919
0.92,0.07,99.9906
0.92,0.08,99.9893
0.92,0.09,99.9881
0.92,0.1,99.9868
0.92,0.11,99.9856
0.92,0.12,99.9844
0.92,0.13,99.9832
0.92,0.14,99.9821
0.92,0.15,99.981
0.92,0.16,99.9799
0.92,0.17,99.9788
0.92,0.18,99.9778
0.92,0.19,99.9768
0.92,0.2,99.9758
0.92,0.21,99.9748
0.92,0.22,99.9739
0.92,0.23,99.973
0.92,0.24,99.9722
0.92,0.25,99.9714
0.92,0.26,99.9706
0.92,0.27,99.9698
0.92,0.28,99.9691
0.92,0.29,99.9685
0.92,0.3,99.9678
0.92,0.31,99.9672
0.92,0.32,99.9667
0.92,0.33,99.9661
0.92,0.34,99.9656
0.92,0.35,99.9652
0.92,0.36,99.9648
0.92,0.37,99.9644
0.92,0.38,99.9641
0.92,0.39,99.9638
0.92,0.4,99.9635
0.92,0.41,99.9633
0.92,0.42,99.9631
0.92,0.43,99.963
0.92,0.44,99.9629
0.92,0.45,99.9628
0.92,0.46,99.9628
0.92,0.47,99.9628
0.92,0.48,99.9628
0.92,0.49,99.9629
0.92,0.5,99.9631
0.92,0.51,99.9632
0.92,0.52,99.9634
0.92,0.53,99.9636
0.92,0.54,99.9639
0.92,0.55,99.9642
0.92,0.56,99.9645
0.92,0.57,99.9649
0.92,0.58,99.9653
0.92,0.59,99.9657
0.92,0.6,99.9662
0.92,0.61,99.9667
0.92,0.62,99.9672
0.92,0.63,99.9678
0.92,0.64,99.9683
0.92,0.65,99.969
0.92,0.66,99.9696
0.92,0.67,99.9703
0.92,0.68,99.9709
0.92,0.69,99.9716
0.92,0.7,99.9724
0.92,0.71,99.9731
0.92,0.72,99.9739
0.92,0.73,99.9747
0.92,0.74,99.9755
0.92,0.75,99.9763
0.92,0.76,99.9772
0.92,0.77,99.9781
0.92,0.78,99.9789
0.92,0.79,99.9798
0.92,0.8,99.9807
0.92,0.81,99.9817
0.92,0.82,99.9826
0.92,0.83,99.9835
0.92,0.84,99.9845
0.92,0.85,99.9854
0.92,0.86,99.9864
0.92,0.87,99.9874
0.92,0.88,99.9884
0.92,0.89,99.9893
0.92,0.9,99.9903
0.92,0.91,99.9913
0.92,0.92,99.9923
0.92,0.93,99.9932
0.92,0.94,99.9942
0.92,0.95,99.9952
0.92,0.96,99.9962
0.92,0.97,99.9971
0.92,0.98,99.9981
0.92,0.99,99.9991
0.92,1,100
0.93,0,100
0.93,0.01,99.9988
0.93,0.02,99.9976
0.93,0.03,99.9964
0.93,0.04,99.9952
0.93,0.05,99.9941
0.93,0.06,99.9929
0.93,0.07,99.9918
0.93,0.08,99.9907
0.93,0.09,99.9896
0.93,0.1,99.9885
0.93,0.11,99.9874
0.93,0.12,99.9864
0.93,0.13,99.9853
0.93,0.14,99.9843
0.93,0.15,99.9834
0.93,0.16,99.9824
0.93,0.17,99.9815
0.93,0.18,99.9806
0.93,0.19,99.9797
0.93,0.2,99.9788
0.93,0.21,99.978
0.93,0.22,99.9772
0.93,0.23,99.9764
0.93,0.24,99.9757
0.93,0.25,99.975
0.93,0.26,99.9743
0.93,0.27,99.9736
0.93,0.28,99.973
0.93,0.29,99.9724
0.93,0.3,99.9719
0.93,0.31,99.9714
0.93,0.32,99.9709
0.93,0.33,99.9704
0.93,0.34,99.97
0.93,0.35,99.9696
0.93,0.36,99.9692
0.93,0.37,99.9689
0.93,0.38,99.9686
0.93,0.39,99.9683
0.93,0.4,99.9681
0.93,0.41,99.9679
0.93,0.42,99.9678
0.93,0.43,99.9677
0.93,0.44,99.9676
0.93,0.45,99.9675
0.93,0.46,99.9675
0.93,0.47,99.9675
0.93,0.48,99.9675
0.93,0.49,99.9676
0.93,0.5,99.9677
0.93,0.51,99.9679
0.93,0.52,99.968
0.93,0.53,99.9682
0.93,0.54,99.9685
0.93,0.55,99.9687
0.93,0.56,99.969
0.93,0.57,99.9693
0.93,0.58,99.9697
0.93,0.59,99.9701
0.93,0.6,99.9705
0.93,0.61,99.9709
0.93,0.62,99.9714
0.93,0.63,99.9718
0.93,0.64,99.9723
0.93,0.65,99.9729
0.93,0.66,99.9734
0.93,0.67,99.974
0.93,0.68,99.9746
0.93,0.69,99.9752
0.93,0.7,99.9759
0.93,0.71,99.9765
0.93,0.72,99.9772
0.93,0.73,99.9779
0.93,0.74,99.9786
0.93,0.75,99.9793
0.93,0.76,99.9801
0.93,0.77,99.9808
0.93,0.78,99.9816
0.93,0.79,99.9824
0.93,0.8,99.9832
0.93,0.81,99.984
0.93,0.82,99.9848
0.93,0.83,99.9856
0.93,0.84,99.9865
0.93,0.85,99.9873
0.93,0.86,99.9881
0.93,0.87,99.989
0.93,0.88,99.9898
0.93,0.89,99.9907
0.93,0.9,99.9915
0.93,0.91,99.9924
0.93,0.92,99.9932
0.93,0.93,99.9941
0.93,0.94,99.995
0.93,0.95,99.9958
0.93,0.96,99.9967
0.93,0.97,99.9975
0.93,0.98,99.9983
0.93,0.99,99.9992
0.93,1,100
0.94,0,100
0.94,0.01,99.999
0.94,0.02,99.9979
0.94,0.03,99.9969
0.94,0.04,99.9959
0.94,0.05,99.9949
0.94,0.06,99.9939
0.94,0.07,99.993
0.94,0.08,99.992
0.94,0.09,99.9911
0.94,0.1,99.9901
0.94,0.11,99.9892
0.94,0.12,99.9883
0.94,0.13,99.9875
0.94,0.14,99.9866
0.94,0.15,99.9858
0.94,0.16,99.9849
0.94,0.17,99.9841
0.94,0.18,99.9834
0.94,0.19,99.9826
0.94,0.2,99.9819
0.94,0.21,99.9812
0.94,0.22,99.9805
0.94,0.23,99.9798
0.94,0.24,99.9792
0.94,0.25,99.9786
0.94,0.26,99.978
0.94,0.27,99.9774
0.94,0.28,99.9769
0.94,0.29,99.9764
0.94,0.3,99.9759
0.94,0.31,99.9755
0.94,0.32,99.9751
0.94,0.33,99.9747
0.94,0.34,99.9743
0.94,0.35,99.974
0.94,0.36,99.9737
0.94,0.37,99.9734
0.94,0.38,99.9731
0.94,0.39,99.9729
0.94,0.4,99.9727
0.94,0.41,99.9726
0.94,0.42,99.9724
0.94,0.43,99.9723
0.94,0.44,99.9722
0.94,0.45,99.9722
0.94,0.46,99.9722
0.94,0.47,99.9722
0.94,0.48,99.9722
0.94,0.49,99.9723
0.94,0.5,99.9724
0.94,0.51,99.9725
0.94,0.52,99.9726
0.94,0.53,99.9728
0.94,0.54,99.973
0.94,0.55,99.9732
0.94,0.56,99.9735
0.94,0.57,99.9738
0.94,0.58,99.9741
0.94,0.59,99.9744
0.94,0.6,99.9747
0.94,0.61,99.9751
0.94,0.62,99.9755
0.94,0.63,99.9759
0.94,0.64,99.9763
0.94,0.65,99.9768
0.94,0.66,99.9773
0.94,0.67,99.9778
0.94,0.68,99.9783
0.94,0.69,99.9788
0.94,0.7,99.9794
0.94,0.71,99.9799
0.94,0.72,99.9805
0.94,0.73,99.9811
0.94,0.74,99.9817
0.94,0.75,99.9823
0.94,0.76,99.983
0.94,0.77,99.9836
0.94,0.78,99.9843
0.94,0.79,99.9849
0.94,0.8,99.9856
0.94,0.81,99.9863
0.94,0.82,99.987
0.94,0.83,99.9877
0.94,0.84,99.9884
0.94,0.85,99.9891
0.94,0.86,99.9898
0.94,0.87,99.9906
0.94,0.88,99.9913
0.94,0.89,99.992
0.94,0.9,99.9928
0.94,0.91,99.9935
0.94,0.92,99.9942
0.94,0.93,99.995
0.94,0.94,99.9957
0.94,0.95,99.9964
0.94,0.96,99.9971
0.94,0.97,99.9979
0.94,0.98,99.9986
0.94,0.99,99.9993
0.94,1,100
0.95,0,100
0.95,0.01,99.9991
0.95,0.02,99.9983
0.95,0.03,99.9974
0.95,0.04,99.9966
0.95,0.05,99.9958
0.95,0.06,99.995
0.95,0.07,99.9942
0.95,0.08,99.9934
0.95,0.09,99.9926
0.95,0.1,99.9918
0.95,0.11,99.991
0.95,0.12,99.9903
0.95,0.13,99.9896
0.95,0.14,99.9889
0.95,0.15,99.9882
0.95,0.16,99.9875
0.95,0.17,99.9868
0.95,0.18,99.9862
0.95,0.19,99.9855
0.95,0.2,99.9849
0.95,0.21,99.9843
0.95,0.22,99.9838
0.95,0.23,99.9832
0.95,0.24,99.9827
0.95,0.25,99.9822
0.95,0.26,99.9817
0.95,0.27,99.9812
0.95,0.28,99.9808
0.95,0.29,99.9804
0.95,0.3,99.98
0.95,0.31,99.9796
0.95,0.32,99.9793
0.95,0.33,99.9789
0.95,0.34,99.9786
0.95,0.35,99.9783
0.95,0.36,99.9781
0.95,0.37,99.9779
0.95,0.38,99.9777
0.95,0.39,99.9775
0.95,0.4,99.9773
0.95,0.41,99.9772
0.95,0.42,99.9771
0.95,0.43,99.977
0.95,0.44,99.9769
0.95,0.45,99.9769
0.95,0.46,99.9769
0.95,0.47,99.9769
0.95,0.48,99.9769
0.95,0.49,99.977
0.95,0.5,99.977
0.95,0.51,99.9771
0.95,0.52,99.9772
0.95,0.53,99.9774
0.95,0.54,99.9776
0.95,0.55,99.9777
0.95,0.56,99.978
0.95,0.57,99.9782
0.95,0.58,99.9784
0.95,0.59,99.9787
0.95,0.6,99.979
0.95,0.61,99.9793
0.95,0.62,99.9796
0.95,0.63,99.98
0.95,0.64,99.9803
0.95,0.65,99.9807
0.95,0.66,99.9811
0.95,0.67,99.9815
0.95,0.68,99.9819
0.95,0.69,99.9824
0.95,0.7,99.9828
0.95,0.71,99.9833
0.95,0.72,99.9838
0.95,0.73,99.9843
0.95,0.74,99.9848
0.95,0.75,99.9853
0.95,0.76,99.9858
0.95,0.77,99.9864
0.95,0.78,99.9869
0.95,0.79,99.9875
0.95,0.8,99.988
0.95,0.81,99.9886
0.95,0.82,99.9892
0.95,0.83,99.9898
0.95,0.84,99.9904
0.95,0.85,99.991
0.95,0.86,99.9916
0.95,0.87,99.9922
0.95,0.88,99.9928
0.95,0.89,99.9934
0.95,0.9,99.994
0.95,0.91,99.9946
0.95,0.92,99.9952
0.95,0.93,99.9958
0.95,0.94,99.9964
0.95,0.95,99.997
0.95,0.96,99.9976
0.95,0.97,99.9982
0.95,0.98,99.9988
0.95,0.99,99.9994
0.95,1,100
0.96,0,100
0.96,0.01,99.9993
0.96,0.02,99.9986
0.96,0.03,99.998
0.96,0.04,99.9973
0.96,0.05,99.9966
0.96,0.06,99.996
0.96,0.07,99.9953
0.96,0.08,99.9947
0.96,0.09,99.9941
0.96,0.1,99.9935
0.96,0.11,99.9928
0.96,0.12,99.9923
0.96,0.13,99.9917
0.96,0.14,99.9911
0.96,0.15,99.9905
0.96,0.16,99.99
0.96,0.17,99.9895
0.96,0.18,99.989
0.96,0.19,99.9885
0.96,0.2,99.988
0.96,0.21,99.9875
0.96,0.22,99.987
0.96,0.23,99.9866
0.96,0.24,99.9862
0.96,0.25,99.9858
0.96,0.26,99.9854
0.96,0.27,99.985
0.96,0.28,99.9847
0.96,0.29,99.9843
0.96,0.3,99.984
0.96,0.31,99.9837
0.96,0.32,99.9834
0.96,0.33,99.9832
0.96,0.34,99.9829
0.96,0.35,99.9827
0.96,0.36,99.9825
0.96,0.37,99.9823
0.96,0.38,99.9822
0.96,0.39,99.982
0.96,0.4,99.9819
0.96,0.41,99.9818
0.96,0.42,99.9817
0.96,0.43,99.9816
0.96,0.44,99.9816
0.96,0.45,99.9815
0.96,0.46,99.9815
0.96,0.47,99.9815
0.96,0.48,99.9816
0.96,0.49,99.9816
0.96,0.5,99.9817
0.96,0.51,99.9817
0.96,0.52,99.9818
0.96,0.53,99.982
0.96,0.54,99.9821
0.96,0.55,99.9822
0.96,0.56,99.9824
0.96,0.57,99.9826
0.96,0.58,99.9828
0.96,0.59,99.983
0.96,0.6,99.9832
0.96,0.61,99.9835
0.96,0.62,99.9837
0.96,0.63,99.984
0.96,0.64,99.9843
0.96,0.65,99.9846
0.96,0.66,99.9849
0.96,0.67,99.9852
0.96,0.68,99.9856
0.96,0.69,99.9859
0.96,0.7,99.9863
0.96,0.71,99.9867
0.96,0.72,99.9871
0.96,0.73,99.9875
0.96,0.74,99.9879
0.96,0.75,99.9883
0.96,0.76,99.9887
0.96,0.77,99.9891
0.96,0.78,99.9896
0.96,0.79,99.99
0.96,0.8,99.9905
0.96,0.81,99.9909
0.96,0.82,99.9914
0.96,0.83,99.9918
0.96,0.84,99.9923
0.96,0.85,99.9928
0.96,0.86,99.9933
0.96,0.87,99.9937
0.96,0.88,99.9942
0.96,0.89,99.9947
0.96,0.9,99.9952
0.96,0.91,99.9957
0.96,0.92,99.9962
0.96,0.93,99.9967
0.96,0.94,99.9971
0.96,0.95,99.9976
0.96,0.96,99.9981
0.96,0.97,99.9986
0.96,0.98,99.9991
0.96,0.99,99.9995
0.96,1,100
0.97,0,100
0.97,0.01,99.9995
0.97,0.02,99.999
0.97,0.03,99.9985
0.97,0.04,99.998
0.97,0.05,99.9975
0.97,0.06,99.997
0.97,0.07,99.9965
0.97,0.08,99.996
0.97,0.09,99.9956
0.97,0.1,99.9951
0.97,0.11,99.9946
0.97,0.12,99.9942
0.97,0.13,99.9938
0.97,0.14,99.9933
0.97,0.15,99.9929
0.97,0.16,99.9925
0.97,0.17,99.9921
0.97,0.18,99.9917
0.97,0.19,99.9914
0.97,0.2,99.991
0.97,0.21,99.9906
0.97,0.22,99.9903
0.97,0.23,99.99
0.97,0.24,99.9897
0.97,0.25,99.9894
0.97,0.26,99.9891
0.97,0.27,99.9888
0.97,0.28,99.9885
0.97,0.29,99.9883
0.97,0.3,99.988
0.97,0.31,99.9878
0.97,0.32,99.9876
0.97,0.33,99.9874
0.97,0.34,99.9872
0.97,0.35,99.9871
0.97,0.36,99.9869
0.97,0.37,99.9868
0.97,0.38,99.9867
0.97,0.39,99.9865
0.97,0.4,99.9865
0.97,0.41,99.9864
0.97,0.42,99.9863
0.97,0.43,99.9863
0.97,0.44,99.9862
0.97,0.45,99.9862
0.97,0.46,99.9862
0.97,0.47,99.9862
0.97,0.48,99.9862
0.97,0.49,99.9862
0.97,0.5,99.9863
0.97,0.51,99.9863
0.97,0.52,99.9864
0.97,0.53,99.9865
0.97,0.54,99.9866
0.97,0.55,99.9867
0.97,0.56,99.9868
0.97,0.57,99.987
0.97,0.58,99.9871
0.97,0.59,99.9873
0.97,0.6,99.9875
0.97,0.61,99.9876
0.97,0.62,99.9878
0.97,0.63,99.988
0.97,0.64,99.9883
0.97,0.65,99.9885
0.97,0.66,99.9887
0.97,0.67,99.989
0.97,0.68,99.9892
0.97,0.69,99.9895
0.97,0.7,99.9898
0.97,0.71,99.99
0.97,0.72,99.9903
0.97,0.73,99.9906
0.97,0.74,99.9909
0.97,0.75,99.9912
0.97,0.76,99.9916
0.97,0.77,99.9919
0.97,0.78,99.9922
0.97,0.79,99.9925
0.97,0.8,99.9929
0.97,0.81,99.9932
0.97,0.82,99.9936
0.97,0.83,99.9939
0.97,0.84,99.9943
0.97,0.85,99.9946
0.97,0.86,99.995
0.97,0.87,99.9953
0.97,0.88,99.9957
0.97,0.89,99.996
0.97,0.9,99.9964
0.97,0.91,99.9968
0.97,0.92,99.9971
0.97,0.93,99.9975
0.97,0.94,99.9979
0.97,0.95,99.9982
0.97,0.96,99.9986
0.97,0.97,99.9989
0.97,0.98,99.9993
0.97,0.99,99.9997
0.97,1,100
0.98,0,100
0.98,0.01,99.9997
0.98,0.02,99.9993
0.98,0.03,99.999
0.98,0.04,99.9987
0.98,0.05,99.9983
0.98,0.06,99.998
0.98,0.07,99.9977
0.98,0.08,99.9974
0.98,0.09,99.997
0.98,0.1,99.9967
0.98,0.11,99.9964
0.98,0.12,99.9961
0.98,0.13,99.9959
0.98,0.14,99.9956
0.98,0.15,99.9953
0.98,0.16,99.995
0.98,0.17,99.9948
0.98,0.18,99.9945
0.98,0.19,99.9943
0.98,0.2,99.994
0.98,0.21,99.9938
0.98,0.22,99.9936
0.98,0.23,99.9933
0.98,0.24,99.9931
0.98,0.25,99.9929
0.98,0.26,99.9927
0.98,0.27,99.9925
0.98,0.28,99.9924
0.98,0.29,99.9922
0.98,0.3,99.9921
0.98,0.31,99.9919
0.98,0.32,99.9918
0.98,0.33,99.9916
0.98,0.34,99.9915
0.98,0.35,99.9914
0.98,0.36,99.9913
0.98,0.37,99.9912
0.98,0.38,99.9911
0.98,0.39,99.9911
0.98,0.4,99.991
0.98,0.41,99.9909
0.98,0.42,99.9909
0.98,0.43,99.9909
0.98,0.44,99.9908
0.98,0.45,99.9908
0.98,0.46,99.9908
0.98,0.47,99.9908
0.98,0.48,99.9908
0.98,0.49,99.9909
0.98,0.5,99.9909
0.98,0.51,99.9909
0.98,0.52,99.991
0.98,0.53,99.991
0.98,0.54,99.9911
0.98,0.55,99.9912
0.98,0.56,99.9913
0.98,0.57,99.9913
0.98,0.58,99.9914
0.98,0.59,99.9916
0.98,0.6,99.9917
0.98,0.61,99.9918
0.98,0.62,99.9919
0.98,0.63,99.9921
0.98,0.64,99.9922
0.98,0.65,99.9924
0.98,0.66,99.9925
0.98,0.67,99.9927
0.98,0.68,99.9928
0.98,0.69,99.993
0.98,0.7,99.9932
0.98,0.71,99.9934
0.98,0.72,99.9936
0.98,0.73,99.9938
0.98,0.74,99.994
0.98,0.75,99.9942
0.98,0.76,99.9944
0.98,0.77,99.9946
0.98,0.78,99.9948
0.98,0.79,99.995
0.98,0.8,99.9953
0.98,0.81,99.9955
0.98,0.82,99.9957
0.98,0.83,99.996
0.98,0.84,99.9962
0.98,0.85,99.9964
0.98,0.86,99.9967
0.98,0.87,99.9969
0.98,0.88,99.9971
0.98,0.89,99.9974
0.98,0.9,99.9976
0.98,0.91,99.9979
0.98,0.92,99.9981
0.98,0.93,99.9983
0.98,0.94,99.9986
0.98,0.95,99.9988
0.98,0.96,99.9991
0.98,0.97,99.9993
0.98,0.98,99.9995
0.98,0.99,99.9998
0.98,1,100
0.99,0,100
0.99,0.01,99.9998
0.99,0.02,99.9997
0.99,0.03,99.9995
0.99,0.04,99.9993
0.99,0.05,99.9992
0.99,0.06,99.999
0.99,0.07,99.9988
0.99,0.08,99.9987
0.99,0.09,99.9985
0.99,0.1,99.9984
0.99,0.11,99.9982
0.99,0.12,99.9981
0.99,0.13,99.9979
0.99,0.14,99.9978
0.99,0.15,99.9977
0.99,0.16,99.9975
0.99,0.17,99.9974
0.99,0.18,99.9973
0.99,0.19,99.9971
0.99,0.2,99.997
0.99,0.21,99.9969
0.99,0.22,99.9968
0.99,0.23,99.9967
0.99,0.24,99.9966
0.99,0.25,99.9965
0.99,0.26,99.9964
0.99,0.27,99.9963
0.99,0.28,99.9962
0.99,0.29,99.9961
0.99,0.3,99.996
0.99,0.31,99.996
0.99,0.32,99.9959
0.99,0.33,99.9958
0.99,0.34,99.9958
0.99,0.35,99.9957
0.99,0.36,99.9957
0.99,0.37,99.9956
0.99,0.38,99.9956
0.99,0.39,99.9955
0.99,0.4,99.9955
0.99,0.41,99.9955
0.99,0.42,99.9955
0.99,0.43,99.9954
0.99,0.44,99.9954
0.99,0.45,99.9954
0.99,0.46,99.9954
0.99,0.47,99.9954
0.99,0.48,99.9954
0.99,0.49,99.9954
0.99,0.5,99.9955
0.99,0.51,99.9955
0.99,0.52,99.9955
0.99,0.53,99.9955
0.99,0.54,99.9956
0.99,0.55,99.9956
0.99,0.56,99.9956
0.99,0.57,99.9957
0.99,0.58,99.9957
0.99,0.59,99.9958
0.99,0.6,99.9958
0.99,0.61,99.9959
0.99,0.62,99.996
0.99,0.63,99.996
0.99,0.64,99.9961
0.99,0.65,99.9962
0.99,0.66,99.9963
0.99,0.67,99.9963
0.99,0.68,99.9964
0.99,0.69,99.9965
0.99,0.7,99.9966
0.99,0.71,99.9967
0.99,0.72,99.9968
0.99,0.73,99.9969
0.99,0.74,99.997
0.99,0.75,99.9971
0.99,0.76,99.9972
0.99,0.77,99.9973
0.99,0.78,99.9974
0.99,0.79,99.9975
0.99,0.8,99.9976
0.99,0.81,99.9978
0.99,0.82,99.9979
0.99,0.83,99.998
0.99,0.84,99.9981
0.99,0.85,99.9982
0.99,0.86,99.9983
0.99,0.87,99.9985
0.99,0.88,99.9986
0.99,0.89,99.9987
0.99,0.9,99.9988
0.99,0.91,99.9989
0.99,0.92,99.9991
0.99,0.93,99.9992
0.99,0.94,99.9993
0.99,0.95,99.9994
0.99,0.96,99.9995
0.99,0.97,99.9997
0.99,0.98,99.9998
0.99,0.99,99.9999
0.99,1,100
1,0,100
1,0.01,100
1,0.02,100
1,0.03,100
1,0.04,100
1,0.05,100
1,0.06,100
1,0.07,100
1,0.08,100
1,0.09,100
1,0.1,100
1,0.11,100
1,0.12,100
1,0.13,100
1,0.14,100
1,0.15,100
1,0.16,100
1,0.17,100
1,0.18,100
1,0.19,100
1,0.2,100
1,0.21,100
1,0.22,100
1,0.23,100
1,0.24,100
1,0.25,100
1,0.26,100
1,0.27,100
1,0.28,100
1,0.29,100
1,0.3,100
1,0.31,100
1,0.32,100
1,0.33,100
1,0.34,100
1,0.35,100
1,0.36,100
1,0.37,100
1,0.38,100
1,0.39,100
1,0.4,100
1,0.41,100
1,0.42,100
1,0.43,100
1,0.44,100
1,0.45,100
1,0.46,100
1,0.47,100
1,0.48,100
1,0.49,100
1,0.5,100
1,0.51,100
1,0.52,100
1,0.53,100
1,0.54,100
1,0.55,100
1,0.56,100
1,0.57,100
1,0.58,100
1,0.59,100
1,0.6,100
